,상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용
263,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",바다비,5,등록된 헤드라인이 없습니다,아들 생일 선물로 사줬는데넘 좋아하네요 ㅎㅎ
265,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*정,5,등록된 헤드라인이 없습니다,사고나니 가격이 훅  내렸네요ㅠㅠ
270,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",박*한,5,등록된 헤드라인이 없습니다,좋습니다 값어치가 있습니다.
271,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",Ke83,5,등록된 헤드라인이 없습니다,버즈는 처음인데 완전 신세계..
272,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",장*호,1,가격 하락중 비싸게샀음 10만원일때 구매하시길.,가격이 계속 하락임 젠장 비싸게샀네
276,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",윤민지,5,^^,남자친구 사줬는데 좋아하네요-!
277,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",하*근,5,만족,선물 했더니 좋아하네요 ^~^
287,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",isaah,5,삼성 버즈,역쉬 성능이고  너무 죻네여~~
288,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김민재,5,등록된 헤드라인이 없습니다,진짜 잘나왔네요 고민 안하고 그냥사길 잘한듯
290,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",이*훈,5,디자인 너무 예뻐요,여자친구에게 선물했는데 아주 만족하네요 ㅎㅎ
298,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",황*희,5,만족 합니다.  재구매 했습니다.,"만족 합니다. 재구매, 했습니다."
306,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",박*모,5,최고입니다!,와이프 선물해줬더니 너무 잘쓰고있습니다!!
308,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",전*훈,5,정품 연동 굿,디자인도 좋아지고 실용성 좋고 음질도 좋아요
309,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",이*연,5,등록된 헤드라인이 없습니다,비싼만큼 너무좋네요운동할때 사용중
314,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",장*진,5,가격대비가 어떤지는 모르겠지만 좋네요,사길 잘했다 싶어요 사고싶으시면 꼭 사세요
318,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*한,5,좋아요,좋은대 귓구멍에 잘 안맞는듯
321,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",유*웅,5,아주 사운드 최고,비싸서 여러번 취소했으나 값을 합니다
322,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",조*철,5,등록된 헤드라인이 없습니다,음질도 좋고 아주아주 만족 합니다
324,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",오*성,4,고음쪽에 고주파? 소리가 들려요.,음악쪽으로는 별루네요왜 이래 비싼지
325,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",전*,2,착용감이 퇴화했다.,"다 진화했는데 착용감이 퇴화했다.새 여친을 사귀었는데, 뭐랄까 진짜마음도 훌륭한 크기고 얼굴도 이쁘고성격도 좋고 사랑스러운데손만 잡으면 손이 너무 커서 아프다..잘 잡고있어지지도 않는다...전여친은 다 별로여도 손잡으면 딱 맞는 기분이었는데...사실 손잡으려고 여친 사귀는건데.."
326,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",김*안,2,노이즈캔슬링이 안되네요.,노캔이랑 끄기를 번갈아가며 계속 테스트를 해봤지만 차이가 거의 나지 않습니다. 에어팟 프로 사용하고 있는데 차이가 많이 나는군요. 매우 실망입니다. 사운드도 가끔씩 전자기타같이 지이잉하는 효과처럼 말소리가 이상하게 들리고요. 소리가 자연스럽지않고 기계소리같습니다.
327,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",박*준,2,고통스러운 착용,귀에서 자꾸 빠짐. 조금흔들거나 뛰거나 재채기하면 귀에서 떨어짐.이쯤되면 분실시켜서 더 많이 팔아먹으려는 수작질이 아닌가 의심됨.착용감/             역대최악음질/통화품질/ 좋음베터리수명/      짧음쓰다가 중간에 케이스에 넣고 충전해야함하루종일 쓸꺼면 다른거 알아보삼
328,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",장*우,2,등록된 헤드라인이 없습니다,빠른 배송... 근데 평이 좋아서 구매 했는데... 가격대비 별로네요.
329,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",유*빈,1,에어팟 프로 사용해본사람으로써,하... 18만 원짜리 쓰레기를 구매했습니다. 이미 뜯어서 환불도 할 수 없고 노이즈 캔슬 해도 주변 소리 다 들리고 에어팟 프로는 진짜 노이즈 캔슬 하면 주변 소리 안 들리는데 진짜 실망입니다 웬만해서 귀찮기도 해서 리뷰 잘 안 쓰는데 너무 쓰레기라 리뷰 작성합니다 구매 고민하는 분 이것 읽고 제발 구매하지마세요
330,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",권*태,1,오늘 받았는데요,박스에 투명테이프로 붙여져있는건도 의심스러웠는데블루투스 켜니깐 모르는사람 이름이 뜨네요정품이 아닌건지? 리콜제품을 판매한건지
331,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",A*i,1,등록된 헤드라인이 없습니다,5일도 안됐네요.  그런데 왼쪽에서 이상한 소리가 납니다.
332,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",송*희,5,물건 잘 받았습니다. 감사드립니다.,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트선물용으로 구매하여 선물 잘 하였습니다. 택배 기사님께서 물건 잘 전달 해 주셨습니다 .감사드립니다."
333,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",이*희,4,흠,"혹시라도 빈박스 오지는 않았을까 조마조마하며 카메라 영상 찍으면서 뜯었는데 다행이 안에 있긴 했어요 그런데 케이스 열어보니까 먼지가 좀 묻어있고 그렇더라구요 배터리도 27퍼밖에 없었구요,, 음,, 새 제품 맞겠죠,,? 어떤 분처럼 다른사람이름이 뜬다거나 그러진 않았는데 일단 잘 써볼게요"
334,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",장*혜,5,등록된 헤드라인이 없습니다,음 너무 무리하게 구입했나 생각에 오후에 배송이 왔는데 환불 받을 목적로 개봉을 미루다 자정이 넘는 이시간애 환자 음악이 듣고 싶어 ㅠㅠ 개봉대박 와~~음향이 장난이 아니다 사운드 설정하고 듣는데 너무 좋다 그래서 바싸다는걸 잊어버렸다 ㅠㅠ
335,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",강*우,5,등록된 헤드라인이 없습니다,1. 배송 : 로켓와우로 다음날 아침 7시 전에 도착해있는걸 볼 수 있었습니다.2. 포장 : 안전하게 깔끔하게 포장되어왔어요3. 가격 : 삼성닷컴 사이트보다 저렴하지요4. 품질 : 우선 노이즈캔슬링에 대해서는 큰 기대는 없었어요 그런데 사용해보니 정말 좋습니다
336,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",박*찬,5,등록된 헤드라인이 없습니다,많이 늦었지만...나도 이제 버즈2pro샀닼ㅋㅋㅋㅋ 개좋아넘좋아요
337,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",황*희,4,상품 품질은 좋았으나..,처음 집 문앞에 상품을 받았을때 박스상태가(위의 사진과 같이) 뚫려 있어서 놀라 혹시나하는 마음에 상품을 폰과 연동해보고 사용해보니 상품에 이상은 없어서 다행이었지만 조금만 더 신경 써주시길 바랍니다.
338,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",이*우,5,저렴하게 구매했어요,신한카드 혜택받아거 21만원 초반대에 구매했어요. 빠른 배송 감사합니다.
339,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",꼬마지니,5,배송빠르고 디자인도색상도 너무맘에듭니다.,배송도 빠르고 너무 좋아요디자인도 맘에 들고 색상도 고급스럽고 좋습니다.
340,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",다니오,5,좋아요,선물로 구매했는데 공기 포장 해주셨고 안전하게 찌그러지지않고 잘왔어요
341,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",황*승,1,"배송시간과 상품자체는 매우 훌륭하나, 배송상태가 문제.",상품 자체는 정말 훌륭하고 배송도 빠릅니다. 주문한지 하루도 안돼서 왔어요. 심지어 일요일에 주문했는데도근데 배송기사 까지는 훌륭하지 못했습니다. 대문앞 우편통 위에 그냥 저러고 집에 사람이 있는데도 불과하고달랑 사진하나 찍고 배송완료 했다고 확정지어 버렸네요. 저 상태로 1시간 뒤에 사진보고 깜짝 놀라서허겁지겁 집에 전화해서 가져가라고 했습니다.  자그마치 1시간이 넘은 상태로요. 업무중 이였는데 제가 그 때 우연히 폰을 봐서 다행이지 못봣으면 2시간 3시간이 넘을 수도 있었습니다. 정말 저 상태로 누가 가져갔으면어쩔 뻔 했습니까? 따져서 전화하면 대답이야 뻔하겟죠. 분명히 그 위에 올려뒀다고 자기는 모르는 일이라고.하... 진짜 해도해도 너무하네요.
342,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*호,5,등록된 헤드라인이 없습니다,다 좋은데 배송올때 박스가 다 뜯겨서온거 말고는 진짜 다 좋아요
348,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*석,5,구매후기,배송도빠르고 전체적으로 만족합니다
352,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",최*주,5,등록된 헤드라인이 없습니다,일단 배송이 빠르고 제품도 만족 합니다
358,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",전*진,5,등록된 헤드라인이 없습니다,7월달 제조품 받았네요. 배송이 빨라 좋아요
361,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",엄*현,5,등록된 헤드라인이 없습니다,배송도 빠르고 포장도 잘되어있습니다
362,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",엄*현,5,등록된 헤드라인이 없습니다,배송도 빠르고 포장도 잘되었습니다
364,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",권*훈,1,"포장 개성의없음, 새제품 뜯었는데 유닛 방전",제조년월 202207제품. 박스 안 완충재는 터진거 그냥 넣어서 보낸듯. 완충재 넣으나 마나한 포장. 새제품 뜯었는데 배터리 부족떠서 보니까 케이스는 배터리있으나 유닛은 배터리 방전된 상태(처음에 2%였으나 충전중에 캡쳐)
365,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 화이트",김*인,1,빈박스...,나에게도 이런일이 일어날줄이야... 말로만 듣던 빈박스가 배송됬네요.
366,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 그라파이트",한*섭,5,등록된 헤드라인이 없습니다,매우 만족합니다...적극 추천합니다....
367,"삼성전자 갤럭시 버즈2 프로, SM-R510N, 라이트 바이올렛",홍*표,2,등록된 헤드라인이 없습니다,"버즈2PRO가 유투브 상 전문유투버들 리뷰평이 좋고, 제품에 대한 리뷰들이 대부분 좋아서 구매하게 되었는데,개인적/주관적 솔직 후기 남깁니다.(데이터 수치가 아닌 제 기준입니다.)(비교대상은 사용해봤던 헤드폰/이어폰 기준입니다. 소니 WH-1000XM5(헤드폰), 버즈라이브,버즈플러스,앤커A40), 음질은 애플뮤직 무손실음원 스트리밍 기준모바일기기는 갤럭시S20+(안드로이드 최신업데이트 버전)1.음질 소니헤드폰>앤커A40>=버즈2프로  -->이부분이 제일 의아한 부분이고, 실망한 부분인데 99000원짜리 앤커가 더 좋게 느껴졌습니다.     제귀에는 앤커가 소니헤드폰과 유사함(LDAC을 지원해서 그런건지), 버즈2프로는 뭐랄까     뭔가 음질이 높게 들리는데 , 그게 제 귀에는 창문열때 그 기분나쁜찢어지는 듯한 소리로 들렸습니다.     반면 앤커와 소니헤드폰은 뭔가 조용한 느낌 암튼... 유투버들이 음질이 되게 좋아졌다고 하는데     제 귀는 엄청 별로였음2.노이즈캔슬링  소니헤드폰>버즈2프로>=앤커A40  조용한 곳에서는 버즈2프로가 앤커A40보다 나았는데, 차소리 들리고 시끄러운 곳은 비슷함  그래서 이퀄표시가 있음3.착용감  버즈2프로=앤커A40 , 착용감은 동일합니다.4.연결성  소니헤드폰>버즈2프로=앤커A40  솔직히 이부분때문에 버즈라이브쓰다가 앤커A40샀다가 버즈2프로도 산건데  99000원짜리 앤커랑 비슷해여..  근데 확실히 버즈라이브도나느 안끊깁니다. 연결성은 그나마 훌륭5. 통화품질 소니헤드폰>>>>> 버즈2프로헤드폰을 못따라 가더군요. 10여명과 바깥에서 통화결과 소니헤드폰이 막강합니다. 바람소리가 나던차가 다니던 송신자 수신자 모두 만족도가 높습니다. 버즈2프로는 이상한게 송신자는 좋습니다. 되게 깨끗해여, 근데 상대방이 바람소리나 암튼 노이즈가 움직일떄 일정하게 들린다고 합니다 가만히 있을때는 그나마 덜나는데, 우리가 집 내부에서는 잘 안쓰자나여, 바깥에서 걷거나 운동할떄 사용하는데 제 귀구조가 이상해서 그런건지 암튼 수신자 만족도가 안좋다.6.소프트웨어 기능 - 이 부분도 너무 실망한건데 , 왜 왼쪽,오른쪽 따로 터치 기능을 구분을 안했는지 모르겠어여   암튼 이 부분은 앤커 소프트웨어의 터치기능이 조금더 낫다고 봅니다.7. 멀티포인트 - 99000원자리도 제공하는 멀티포인트 기능이 제공이 안됩니다. 표준가 299000원짜리가.    갤럭시 기기끼리(스마트TV포함) 삼성계정로그인됐을떄 전환은 됩니다. 이게 안됐으면   안샀는데, 그나마 이게 되서 샀어여, 근데 그 전환기능이 휴대폰과 TV는 방법이 틀려서   한가지 UI로 이용을 못해여(이건 사보신 분들중 휴대폰과 스마트TV전환해보신분들은 이해하실거임)   이거 몰라서 고객센터 전화해서 알아냈습니다.총평은 표준가 299000원 짜리의 값어치를 하는지 몰겠어여, 저는 10만원대로 내려왔을떄 샀는데암튼 가격대비 , 유투버들의 리뷰, 제품리뷰들보고 엄청기대했는데, 좀 많이 실망했구요.사람마다 귀 구조가 틀리고 듣는 청력이 틀리니, 그냥 개인적 평가라고 여기시고 참고하시기 바랍니다.*아 그리고, 헤드폰을 비교목록에 넣은거는 통화품질과 음질, 노이즈캔슬링 모두 얻고 싶은분은꼭 소니께 아니더라도 헤드폰 계열로 사세여. 근데 여름에는 사용못하니(땀차서) 봄가을겨울용으로 쓰시고, 여름용 이어폰은 별도로 준비하시기 바랍니다."
